date,pr,srad,tmax,tmin,vp,q,basin_id,average_pr,average_q,average_tmax,average_tmin
2008-12-10,1.45,224.23,5.61,-15.39,188.51,1.57,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-11,6.37,163.25,9.59,-7.54,344.14,1.61,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-12,34.17,105.03,-1.43,-8.2,330.54,4.44,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-13,17.67,162.0,0.35,-13.52,209.4,7.76,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-14,0.0,165.3,-10.78,-19.22,133.35,4.6,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-15,0.0,223.11,-2.9,-18.5,144.43,3.61,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-16,1.29,205.71,9.14,-4.42,440.43,3.91,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-17,3.73,119.08,-3.42,-11.39,255.15,3.03,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-18,6.49,118.17,-5.19,-13.14,222.41,2.54,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-19,0.0,192.23,-3.14,-13.92,201.13,2.16,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-20,3.0,92.24,-12.66,-18.57,150.75,2.02,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-21,0.0,197.9,-13.39,-25.19,79.96,1.89,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-22,26.38,155.31,-12.14,-24.38,91.51,1.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-23,0.0,173.06,-11.56,-20.89,117.93,1.67,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-24,1.87,202.44,-8.69,-20.77,122.39,1.61,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-25,3.0,157.48,4.21,-9.29,302.85,1.52,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-26,0.0,240.5,1.09,-20.21,121.15,1.45,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-27,1.56,214.9,-5.76,-21.39,112.64,1.41,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-28,7.12,97.66,0.51,-6.46,381.71,1.75,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-29,0.0,185.25,8.77,-2.61,510.05,2.1,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-30,2.2,152.52,-0.2,-9.38,289.76,1.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2008-12-31,1.1,168.89,4.29,-5.99,399.91,1.55,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-01,0.0,172.96,-11.34,-22.67,100.94,1.35,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-02,0.0,135.33,-14.25,-22.25,105.54,1.23,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-03,0.0,185.56,-6.42,-18.66,148.43,1.12,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-04,0.0,149.03,-7.44,-16.4,176.34,1.05,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-05,0.0,129.2,-7.19,-14.9,194.59,0.99,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-06,0.0,142.17,-1.96,-10.48,280.0,0.94,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-07,0.21,141.95,-4.74,-13.16,223.23,0.88,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-08,15.22,73.19,-6.49,-11.76,252.42,0.85,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-09,0.29,188.76,-3.95,-15.58,193.85,0.82,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-10,0.0,133.04,-10.7,-18.24,158.04,0.81,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-11,2.0,179.13,-9.82,-20.55,120.0,0.79,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-12,2.01,205.8,-7.85,-21.72,119.45,0.75,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-13,0.0,211.29,-6.67,-20.03,120.0,0.73,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-14,1.92,249.29,-2.12,-21.04,119.88,0.74,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-15,0.0,204.27,-15.86,-27.74,68.63,0.68,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-16,0.0,250.25,-16.15,-33.79,40.0,0.64,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-17,0.0,249.94,-15.85,-33.17,40.0,0.62,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-18,3.39,217.15,-12.45,-31.97,39.44,0.61,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-19,14.81,95.5,-10.56,-16.8,168.32,0.79,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-20,0.01,222.08,-5.23,-17.63,158.24,0.9,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-21,0.0,240.33,-7.72,-21.75,120.0,0.86,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-22,0.0,214.67,-8.03,-19.84,120.0,0.84,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-23,0.0,237.85,-3.88,-17.07,165.84,0.81,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-24,0.3,235.51,-3.7,-16.45,171.01,0.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-25,0.0,285.68,-8.11,-27.21,80.0,0.74,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-26,0.0,292.74,-9.99,-30.09,40.04,0.71,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-27,0.0,294.59,-11.44,-31.16,40.48,0.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-28,0.0,255.02,-9.19,-22.96,90.58,0.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-29,19.58,178.69,-6.22,-17.86,157.17,0.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-30,0.0,243.51,-5.67,-17.81,159.68,0.83,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-01-31,0.0,276.98,-2.94,-17.45,159.98,0.81,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-01,0.0,300.17,-6.79,-23.93,80.06,0.79,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-02,0.01,261.76,-8.28,-21.04,116.03,0.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-03,0.0,291.58,0.85,-14.9,199.88,0.76,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-04,0.0,158.79,-8.11,-14.97,198.11,0.76,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-05,0.0,302.19,-9.25,-25.66,75.94,0.74,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-06,0.0,270.34,-12.37,-25.28,76.44,0.7,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-07,0.0,303.8,-6.44,-22.8,95.84,0.71,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-08,0.0,350.73,4.25,-21.35,111.25,0.73,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-09,0.0,347.41,5.33,-18.84,138.45,0.76,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-10,0.0,247.86,-7.92,-19.66,133.85,0.73,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-11,0.0,284.95,-3.3,-17.42,158.33,0.73,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-12,6.49,188.72,8.82,-3.36,479.78,1.15,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-13,12.19,229.82,3.06,-12.36,239.38,1.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-14,0.0,127.1,-8.97,-13.99,212.93,1.92,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-15,0.0,159.52,-5.01,-11.26,261.96,1.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-16,0.63,207.84,-2.14,-10.26,281.52,1.49,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-17,0.0,210.32,-1.88,-9.83,280.58,1.36,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-18,0.0,337.27,-3.08,-18.22,152.23,1.27,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-19,8.03,265.93,-1.35,-17.69,157.2,1.23,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-20,4.44,161.82,-1.85,-9.75,291.93,1.22,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-21,0.0,161.7,-7.01,-12.6,233.38,1.14,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-22,0.0,283.73,-3.94,-14.51,196.88,1.1,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-23,23.4,188.42,-0.39,-9.12,309.13,1.15,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-24,5.24,185.53,-4.22,-12.3,241.44,1.2,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-25,0.0,380.59,-4.33,-18.72,140.31,1.16,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-26,0.0,413.82,-0.55,-17.33,158.01,1.14,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-27,0.0,332.02,0.45,-10.95,274.42,1.11,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-02-28,5.03,307.37,5.85,-10.14,279.67,1.13,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-01,0.0,371.63,-6.79,-19.57,127.79,1.22,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-02,2.19,347.45,-4.8,-17.3,160.79,1.25,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-03,5.32,146.14,-9.03,-14.39,203.65,1.11,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-04,0.0,398.37,-8.09,-21.14,117.62,1.01,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-05,0.0,408.75,-6.94,-20.53,120.0,0.98,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-06,2.74,348.22,-1.78,-16.47,160.83,0.94,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-07,3.18,265.29,5.91,-4.74,427.52,0.96,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-08,8.5,214.7,6.58,-1.49,555.22,1.32,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-09,0.0,418.03,5.17,-7.99,336.86,1.83,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-10,0.0,433.48,1.18,-11.92,244.7,1.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-11,3.08,387.06,5.58,-11.15,264.45,1.54,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-12,7.11,351.15,3.85,-10.79,268.05,1.55,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-13,0.0,456.48,-6.32,-19.63,124.59,1.41,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-14,0.0,516.25,-1.97,-19.65,134.51,1.34,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-15,0.0,533.5,4.6,-15.63,182.74,1.43,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-16,0.0,505.72,8.36,-9.14,307.82,1.5,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-17,0.0,465.53,5.05,-9.01,310.24,1.33,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-18,0.0,503.81,8.04,-9.01,306.93,1.3,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-19,0.0,443.23,7.91,-5.47,411.43,1.33,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-20,0.0,527.98,6.92,-11.95,248.37,1.56,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-21,0.0,500.02,1.77,-13.94,210.54,1.52,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-22,0.0,506.64,3.89,-12.68,235.0,1.41,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-23,0.0,477.81,0.93,-13.61,215.63,1.28,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-24,0.0,359.7,-3.42,-12.88,231.24,1.18,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-25,0.0,441.27,3.57,-9.07,307.9,1.15,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-26,0.0,538.43,8.61,-10.03,287.45,1.26,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-27,6.2,375.94,8.63,-7.21,356.37,1.56,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-28,0.0,382.65,6.68,-3.64,470.96,2.0,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-29,0.0,443.02,9.59,-3.16,489.67,3.29,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-30,12.99,216.29,5.7,-1.66,547.36,8.43,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-03-31,1.65,190.49,3.32,-1.48,548.53,12.05,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-01,0.0,378.12,5.06,-4.36,438.55,9.29,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-02,2.12,337.22,4.89,-3.65,473.62,6.37,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-03,1.4,417.18,11.72,-0.24,601.0,8.27,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-04,15.9,222.5,8.11,1.05,656.36,19.52,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-05,2.11,247.57,6.53,0.71,646.61,15.26,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-06,0.0,254.37,5.81,0.26,622.52,12.02,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-07,24.86,222.07,7.23,0.54,630.48,24.95,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-08,4.37,288.24,5.47,-2.32,519.13,15.55,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-09,0.0,277.24,3.14,-2.64,508.78,9.42,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-10,0.0,512.17,8.66,-4.15,440.72,7.63,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-11,0.0,476.26,8.24,-3.01,489.36,6.67,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-12,0.0,515.71,8.38,-4.22,453.4,6.0,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-13,0.0,329.83,2.43,-4.2,454.39,4.74,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-14,0.0,532.31,7.18,-5.33,416.09,4.23,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-15,0.0,605.65,10.89,-5.56,406.72,4.2,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-16,0.0,618.16,12.01,-5.4,409.05,3.91,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-17,0.0,612.92,12.45,-4.59,433.12,3.08,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-18,0.0,616.23,15.72,-1.88,520.73,4.15,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-19,0.0,572.53,11.08,-3.09,486.97,4.71,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-20,0.0,617.24,11.3,-5.31,400.21,4.12,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-21,2.53,575.33,11.63,-4.07,448.34,4.12,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-22,24.57,240.59,7.93,1.78,698.45,11.35,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-23,16.08,411.91,14.95,1.69,698.37,14.46,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-24,0.1,459.45,9.67,0.17,621.46,9.85,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-25,0.0,630.07,19.14,0.85,628.9,6.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-26,0.0,641.11,26.02,4.52,771.19,6.4,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-27,0.01,470.97,16.88,6.45,966.67,4.07,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-28,0.0,566.61,20.35,6.05,913.74,3.96,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-29,0.0,666.39,29.62,-0.01,543.33,4.69,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-04-30,0.0,552.92,12.44,-1.64,545.91,2.76,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-01,5.01,464.47,19.39,0.17,625.14,2.32,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-02,4.61,368.47,18.92,6.54,963.4,3.51,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-03,0.0,536.1,12.66,-1.08,562.62,3.35,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-04,0.0,519.15,14.94,1.5,682.89,2.62,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-05,0.0,568.26,18.85,2.73,721.32,2.33,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-06,2.36,319.09,13.3,4.99,877.15,2.27,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-07,6.12,188.93,11.55,5.89,927.86,2.94,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-08,10.66,126.89,10.8,7.48,1038.51,4.1,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-09,2.23,446.03,18.56,6.1,941.34,3.08,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-10,19.16,369.01,20.34,7.14,1011.45,5.19,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-11,5.37,239.63,10.6,3.18,767.74,4.52,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-12,0.0,547.67,13.79,-1.09,566.73,3.21,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-13,0.0,555.95,15.26,-0.58,587.46,2.57,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-14,0.0,591.46,19.16,0.52,635.99,2.2,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-15,3.83,278.92,16.5,7.26,1027.49,2.14,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-16,0.0,580.97,20.55,2.71,731.96,1.94,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-17,11.95,362.89,17.6,4.55,855.47,2.78,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-18,1.09,414.15,10.65,0.54,633.16,2.73,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-19,0.0,432.19,8.41,-1.96,530.0,2.01,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-20,0.0,587.94,18.4,0.5,638.02,1.67,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-21,0.0,432.02,18.17,6.93,994.78,1.46,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-22,0.0,563.59,29.89,10.69,1211.66,1.27,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-23,0.0,567.22,20.67,2.86,739.73,1.1,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-24,0.0,491.67,18.2,4.33,840.03,0.99,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-25,0.25,554.52,21.26,3.59,754.01,0.92,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-26,0.0,563.14,16.0,-1.52,534.31,0.82,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-27,0.0,526.2,17.05,1.36,666.45,0.77,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-28,9.05,236.79,10.95,3.21,771.0,0.96,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-29,6.91,183.96,10.15,4.53,850.05,1.2,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-30,8.52,224.44,13.35,6.35,959.04,1.89,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-05-31,2.06,505.03,19.2,2.95,746.45,1.46,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-01,9.98,411.39,18.68,1.57,685.39,1.82,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-02,0.0,477.16,16.32,3.36,787.86,1.41,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-03,0.0,408.02,15.68,5.23,891.3,1.08,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-04,0.0,480.07,18.68,5.12,882.84,0.92,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-05,0.0,535.76,19.89,2.83,743.36,0.8,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-06,0.0,513.82,20.41,4.18,822.66,0.72,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-07,0.0,513.38,22.38,5.34,871.73,0.66,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-08,0.0,459.66,19.69,5.59,911.16,0.6,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-09,0.0,479.52,18.04,3.29,770.03,0.57,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-10,8.88,157.14,11.18,5.79,925.74,0.9,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-11,8.94,117.03,11.53,7.77,1063.86,1.04,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-12,14.43,282.92,18.96,8.58,1129.21,2.59,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-13,13.75,339.38,20.36,7.03,1002.97,3.45,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-14,3.87,300.64,20.06,8.79,1143.93,2.11,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-15,7.31,166.07,15.84,10.35,1268.1,1.97,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-16,2.98,283.74,15.45,6.84,1001.97,2.09,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-17,0.0,479.34,21.59,6.9,993.35,1.57,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-18,0.0,508.26,24.39,7.36,1027.59,1.12,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-19,22.9,296.21,20.54,9.63,1210.78,3.91,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-20,28.37,126.52,15.72,11.65,1372.25,9.66,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-21,4.76,164.39,18.88,13.53,1553.9,6.56,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-22,2.42,264.78,21.03,13.75,1580.06,5.3,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-23,2.13,130.1,16.31,13.27,1525.95,3.45,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-24,4.71,147.09,17.73,13.43,1550.52,3.16,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-25,6.78,270.65,24.09,15.34,1743.76,2.92,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-26,10.2,312.05,26.23,15.46,1757.1,3.56,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-27,35.95,314.45,25.42,14.47,1650.79,15.53,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
2009-06-28,2.1,273.73,22.14,14.98,1703.6,7.68,2,3.195451469902007,2.0352718152123193,10.474284881007932,-1.5011420905272983
